"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"18","RT @RichBarracks: Historian in Residence @ScuffilC talking now @RichBarracks on Dublin’s Housing Crisis 1915-1923 as part of @HistFest @Dub…",FALSE,0,NA,2019-10-07 10:32:07,FALSE,NA,"1181155235152236544",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","glaragy_history",5,TRUE,FALSE,NA,NA
"19","RT @RichBarracks: Historian in Residence @ScuffilC talking now @RichBarracks on Dublin’s Housing Crisis 1915-1923 as part of @HistFest @Dub…",FALSE,0,NA,2019-10-07 10:24:18,FALSE,NA,"1181153268124258304",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HistFest",5,TRUE,FALSE,NA,NA
"20","RT @RichBarracks: Historian in Residence @ScuffilC talking now @RichBarracks on Dublin’s Housing Crisis 1915-1923 as part of @HistFest @Dub…",FALSE,0,NA,2019-10-07 10:18:00,FALSE,NA,"1181151684585775104",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","edbrophy",5,TRUE,FALSE,NA,NA
"21","Historian in Residence @ScuffilC talking now @RichBarracks on Dublin’s Housing Crisis 1915-1923 as part of… https://t.co/PowV89s6J4",FALSE,9,NA,2019-10-07 10:14:26,TRUE,NA,"1181150785649942528",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RichBarracks",5,FALSE,FALSE,NA,NA
"22","RT @RobCross247: Yes, the construction of housing in #HousingCrisis   Ireland has accelerated but the problem is, so have the prices. i.e.…",FALSE,0,NA,2019-10-07 09:32:45,FALSE,NA,"1181140293430779904",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","acertainsmile",11,TRUE,FALSE,NA,NA
"23","RT @Andrew_Adonis: The main political issue in Ireland - besides Brexit - is affordable housing, particularly in Dublin. It ought to be the…",FALSE,0,NA,2019-10-07 09:32:28,FALSE,NA,"1181140222022750208",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","s9tmt",20,TRUE,FALSE,NA,NA
"24","RT @CiaranCuffe: Called by Rochestown House public housing today designed by @dlrcc architects led by Andrée Dargan. Lovely scheme #RIAICon…",FALSE,0,NA,2019-10-07 09:28:06,FALSE,NA,"1181139126051119105",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jack_in_dublin",11,TRUE,FALSE,NA,NA
"25","RT @Andrew_Adonis: The main political issue in Ireland - besides Brexit - is affordable housing, particularly in Dublin. It ought to be the…",FALSE,0,NA,2019-10-07 08:37:58,FALSE,NA,"1181126507541991424",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","120cause",20,TRUE,FALSE,NA,NA
"26","RT @ActionBelfast: Solidarity with tenants and housing activists fighting slum landlords in Tallaght in Dublin! Reports coming in that memb…",FALSE,0,NA,2019-10-07 08:30:53,FALSE,NA,"1181124724887343104",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CraigavonTC",7,TRUE,FALSE,NA,NA
"27","RT @ActionBelfast: Solidarity with tenants and housing activists fighting slum landlords in Tallaght in Dublin! Reports coming in that memb…",FALSE,0,NA,2019-10-07 07:53:33,FALSE,NA,"1181115329054990338",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","greenshame",7,TRUE,FALSE,NA,NA
"28","RT @Andrew_Adonis: The main political issue in Ireland - besides Brexit - is affordable housing, particularly in Dublin. It ought to be the…",FALSE,0,NA,2019-10-07 07:37:09,FALSE,NA,"1181111201834700800",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","iancooke25",20,TRUE,FALSE,NA,NA
"29","Here’s your weekly snapshot of the housing market in Dublin and Galway  https://t.co/iLwdbM6xEd",FALSE,0,NA,2019-10-07 07:23:15,FALSE,NA,"1181107705538367488",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","OrnaMulcahy",0,FALSE,FALSE,NA,NA
"30","RT @UnaMullally: Out of control rent, homelessness, struggling artists, and a city hostile to many people's needs. Wrote about Dublin's cri…",FALSE,0,NA,2019-10-07 07:17:35,FALSE,NA,"1181106277440733184",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","abeljaoz",167,TRUE,FALSE,NA,NA
"31","The Marker Hotel Dublin is the most modern 5 star hotel Dublin city has on offer. The stunning architecture creates… https://t.co/ZKEeioZ5kC",FALSE,0,NA,2019-10-07 07:03:34,TRUE,NA,"1181102751377432576",NA,"<a href=""https://www.blog2social.com"" rel=""nofollow"">Blog2Social APP</a>","dublinovernight",0,FALSE,FALSE,NA,NA
"32","RT @Andrew_Adonis: The main political issue in Ireland - besides Brexit - is affordable housing, particularly in Dublin. It ought to be the…",FALSE,0,NA,2019-10-07 06:43:23,FALSE,NA,"1181097671970435072",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PeterSt05716440",20,TRUE,FALSE,NA,NA
"33","RT @Andrew_Adonis: The main political issue in Ireland - besides Brexit - is affordable housing, particularly in Dublin. It ought to be the…",FALSE,0,NA,2019-10-07 06:42:39,FALSE,NA,"1181097488444542976",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Hubertlaneite",20,TRUE,FALSE,NA,NA
"34","“Ireland’s modern dismay, however, is at rampant and growing inequality, and the way in which its cities and cultur… https://t.co/wlcEzn8qy3",FALSE,2,NA,2019-10-07 06:40:31,TRUE,NA,"1181096949711134720",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","patdebrun",0,FALSE,FALSE,NA,NA
"35","RT @Andrew_Adonis: The main political issue in Ireland - besides Brexit - is affordable housing, particularly in Dublin. It ought to be the…",FALSE,0,NA,2019-10-07 06:40:29,FALSE,NA,"1181096941972807680",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Ethel1984Mann",20,TRUE,FALSE,NA,NA
"36","RT @Andrew_Adonis: The main political issue in Ireland - besides Brexit - is affordable housing, particularly in Dublin. It ought to be the…",FALSE,0,NA,2019-10-07 06:18:48,FALSE,NA,"1181091486818955264",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","gard_trudi",20,TRUE,FALSE,NA,NA
"37","RT @Andrew_Adonis: The main political issue in Ireland - besides Brexit - is affordable housing, particularly in Dublin. It ought to be the…",FALSE,0,NA,2019-10-07 06:12:50,FALSE,NA,"1181089983433707520",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PhilMorandi",20,TRUE,FALSE,NA,NA
"38","RT @Andrew_Adonis: The main political issue in Ireland - besides Brexit - is affordable housing, particularly in Dublin. It ought to be the…",FALSE,0,NA,2019-10-07 05:35:27,FALSE,NA,"1181080577933488128",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jzr_jill",20,TRUE,FALSE,NA,NA
"39","RT @Andrew_Adonis: The main political issue in Ireland - besides Brexit - is affordable housing, particularly in Dublin. It ought to be the…",FALSE,0,NA,2019-10-07 05:35:24,FALSE,NA,"1181080562137751553",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MaxLawless",20,TRUE,FALSE,NA,NA
"40","RT @Andrew_Adonis: The main political issue in Ireland - besides Brexit - is affordable housing, particularly in Dublin. It ought to be the…",FALSE,0,NA,2019-10-07 05:34:26,FALSE,NA,"1181080321162465280",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BarbaraJCormack",20,TRUE,FALSE,NA,NA
"41","RT @Andrew_Adonis: The main political issue in Ireland - besides Brexit - is affordable housing, particularly in Dublin. It ought to be the…",FALSE,0,NA,2019-10-07 05:27:22,FALSE,NA,"1181078541393416198",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Natalie91231732",20,TRUE,FALSE,NA,NA
"42","RT @Andrew_Adonis: The main political issue in Ireland - besides Brexit - is affordable housing, particularly in Dublin. It ought to be the…",FALSE,0,NA,2019-10-07 05:25:57,FALSE,NA,"1181078186559442944",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Barbaramull4",20,TRUE,FALSE,NA,NA
"43","RT @Andrew_Adonis: The main political issue in Ireland - besides Brexit - is affordable housing, particularly in Dublin. It ought to be the…",FALSE,0,NA,2019-10-07 05:23:54,FALSE,NA,"1181077670878167040",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","patrickgcox",20,TRUE,FALSE,NA,NA
"44","RT @Andrew_Adonis: The main political issue in Ireland - besides Brexit - is affordable housing, particularly in Dublin. It ought to be the…",FALSE,0,NA,2019-10-07 05:23:45,FALSE,NA,"1181077631917268992",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","HOFNSKIN",20,TRUE,FALSE,NA,NA
"45","RT @Andrew_Adonis: The main political issue in Ireland - besides Brexit - is affordable housing, particularly in Dublin. It ought to be the…",FALSE,0,NA,2019-10-07 05:21:54,FALSE,NA,"1181077165716185089",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sansmobileapp",20,TRUE,FALSE,NA,NA
"46","The main political issue in Ireland - besides Brexit - is affordable housing, particularly in Dublin. It ought to b… https://t.co/XSAjvysooB",FALSE,95,NA,2019-10-07 05:21:31,TRUE,NA,"1181077068416720896",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Andrew_Adonis",20,FALSE,FALSE,NA,NA
"47","RT @D_C_H_A: If we win this and resurrect the plan for public housing in O'Devaney it could be a huge step forward for fair and equitable h…",FALSE,0,NA,2019-10-06 20:55:26,FALSE,NA,"1180949711508971524",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Diem25Ireland",8,TRUE,FALSE,NA,NA
"48","RT @workersparty: There’s 25% more homeless families in Dublin now than when councillors voted to overturn the public housing motion.

But…",FALSE,0,NA,2019-10-06 20:15:01,FALSE,NA,"1180939538589466626",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","mcnerlind1",1,TRUE,FALSE,NA,NA
"49","There’s 25% more homeless families in Dublin now than when councillors voted to overturn the public housing motion.… https://t.co/kF5nKxYUe8",FALSE,2,"workersparty",2019-10-06 20:06:34,TRUE,"1180937401595826178","1180937411062317058","5956402","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","workersparty",1,FALSE,FALSE,NA,NA
"50","RT @RobCross247: Yes, the construction of housing in #HousingCrisis   Ireland has accelerated but the problem is, so have the prices. i.e.…",FALSE,0,NA,2019-10-06 19:15:42,FALSE,NA,"1180924612978315266",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","leonaleecully",11,TRUE,FALSE,NA,NA
"51","RT @RobCross247: Yes, the construction of housing in #HousingCrisis   Ireland has accelerated but the problem is, so have the prices. i.e.…",FALSE,0,NA,2019-10-06 18:42:54,FALSE,NA,"1180916358508421122",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","static_prevails",11,TRUE,FALSE,NA,NA
"52","RT @RobCross247: Yes, the construction of housing in #HousingCrisis   Ireland has accelerated but the problem is, so have the prices. i.e.…",FALSE,0,NA,2019-10-06 18:41:40,FALSE,NA,"1180916047085527041",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_HousingCrisis",11,TRUE,FALSE,NA,NA
"53","RT @ActionBelfast: Solidarity with tenants and housing activists fighting slum landlords in Tallaght in Dublin! Reports coming in that memb…",FALSE,0,NA,2019-10-06 18:36:29,FALSE,NA,"1180914742866710528",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_HousingCrisis",7,TRUE,FALSE,NA,NA
"54","RT @OfficiallyGrubb: If it wasn't for;

- the terrible transport links
- the cost of the terrible transport links
- the cost of renting
- t…",FALSE,0,NA,2019-10-06 17:49:25,FALSE,NA,"1180902896545738752",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","EoinLeonard3",1,TRUE,FALSE,NA,NA
"55","RT @RobCross247: Yes, the construction of housing in #HousingCrisis   Ireland has accelerated but the problem is, so have the prices. i.e.…",FALSE,0,NA,2019-10-06 17:04:10,FALSE,NA,"1180891508779687937",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","tonyjoyce6",11,TRUE,FALSE,NA,NA
"56","RT @RobCross247: Yes, the construction of housing in #HousingCrisis   Ireland has accelerated but the problem is, so have the prices. i.e.…",FALSE,0,NA,2019-10-06 15:29:43,FALSE,NA,"1180867740644646914",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Zero44419512",11,TRUE,FALSE,NA,NA
"57","If it wasn't for;

- the terrible transport links
- the cost of the terrible transport links
- the cost of renting… https://t.co/jqiF1CTq3w",FALSE,7,NA,2019-10-06 14:24:51,TRUE,NA,"1180851418099568641",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","OfficiallyGrubb",1,FALSE,FALSE,NA,NA
"58","@douwanttea @ciaranahern @MarianRTE It’s so obvious it’s beyond ridiculous. But no let’s keep building more and mor… https://t.co/7nazMK2HvN",FALSE,0,"douwanttea",2019-10-06 13:14:55,TRUE,"1180832133469880322","1180833817457823747","2874182121","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","justmichello",0,FALSE,FALSE,NA,NA
"59","@FredPLogue So true. Simplified: no housing in Dublin but all jobs are in Dublin. Every morning, only during school… https://t.co/YBHRmTsHqB",FALSE,4,"FredPLogue",2019-10-06 12:57:36,TRUE,"1180788706178981888","1180829459068395521","41226005","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","justmichello",0,FALSE,FALSE,NA,NA
"60","RT @ActionBelfast: Solidarity with tenants and housing activists fighting slum landlords in Tallaght in Dublin! Reports coming in that memb…",FALSE,0,NA,2019-10-06 12:29:50,FALSE,NA,"1180822472641454080",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","seanpoetwriter",7,TRUE,FALSE,NA,NA
"61","RT @ActionBelfast: Solidarity with tenants and housing activists fighting slum landlords in Tallaght in Dublin! Reports coming in that memb…",FALSE,0,NA,2019-10-06 12:28:06,FALSE,NA,"1180822036211478528",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","joebarr88",7,TRUE,FALSE,NA,NA
"62","Solidarity with tenants and housing activists fighting slum landlords in Tallaght in Dublin! Reports coming in that… https://t.co/088s7BsdBM",FALSE,10,NA,2019-10-06 12:22:50,TRUE,NA,"1180820710744367104",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ActionBelfast",7,FALSE,FALSE,NA,NA
"63","RT @RobCross247: Yes, the construction of housing in #HousingCrisis   Ireland has accelerated but the problem is, so have the prices. i.e.…",FALSE,0,NA,2019-10-06 11:59:30,FALSE,NA,"1180814839670853632",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","WeAreAn0nym0us_",11,TRUE,FALSE,NA,NA
"64","RT @OughterardC: Affluent areas in Dublin have recently sought to prevent apartment blocks, nursing homes, Traveller accommodation and, of…",FALSE,0,NA,2019-10-06 11:49:25,FALSE,NA,"1180812299759751168",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","lasinestra",56,TRUE,FALSE,NA,NA
"65","RT @RobCross247: Yes, the construction of housing in #HousingCrisis   Ireland has accelerated but the problem is, so have the prices. i.e.…",FALSE,0,NA,2019-10-06 11:34:18,FALSE,NA,"1180808498109702144",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","tnteacherTim",11,TRUE,FALSE,NA,NA
"66","Of rent i.e. 300 euros per month along with previous rent of 1193 euros per month or leave the place within 28 days… https://t.co/LlJ3e9boh8",FALSE,2,"smitchheda123",2019-10-06 11:20:44,TRUE,"1180805079714140160","1180805082239176706","1098274234097258498","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","smitchheda123",0,FALSE,FALSE,NA,NA
"67","RT @RobCross247: Yes, the construction of housing in #HousingCrisis   Ireland has accelerated but the problem is, so have the prices. i.e.…",FALSE,0,NA,2019-10-06 11:00:06,FALSE,NA,"1180799889967632384",NA,"<a href=""https://twitter.com/djdh_music"" rel=""nofollow"">DJ Profile Related Content App</a>","dj_semantic",11,TRUE,FALSE,NA,NA
"68","Yes, the construction of housing in #HousingCrisis   Ireland has accelerated but the problem is, so have the prices… https://t.co/ZcD5enIqgd",FALSE,18,NA,2019-10-06 10:58:32,TRUE,NA,"1180799496428642304",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RobCross247",11,FALSE,FALSE,NA,NA
"69","@ronanlyons @TheEconomist The framework built throughout the article with three types of density is interesting tho… https://t.co/2UHjWtU8cb",FALSE,1,"ronanlyons",2019-10-06 10:18:07,TRUE,"1180607027212689408","1180789324033544195","18189672","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LoicRDelorme",0,FALSE,FALSE,NA,NA
"70","RT @IrexitFreedom: 500m EU citizens   plus dependents have a right to turn up in Ireland to live, work and access benefits.   We have a hou…",FALSE,0,NA,2019-10-06 10:16:01,FALSE,NA,"1180788797463764992",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","countryboy606",130,TRUE,FALSE,NA,NA
"71","How much should you pay for a house? Assistant Professor of Economics in Trinity, Ronan Lyons, talks us through wha… https://t.co/eAyq2gz8rV",FALSE,1,NA,2019-10-06 10:05:02,TRUE,NA,"1180786033044201477",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","tcdalumni",0,FALSE,FALSE,NA,NA
"72","@noCBC_here Can we get money from EU infrastructural funds for more LUAS lines in Dublin? It would knock on improve… https://t.co/Wr9A7lcw0u",FALSE,1,"noCBC_here",2019-10-06 09:52:37,TRUE,"1180460240321560576","1180782905284599809","1093294522371584001","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ZoeHealy3",0,FALSE,FALSE,NA,NA
"73","Dublin Jobs: Quality Manager, Dublin: Quality Manager Denmark Salary: €65,000 - €75,000 + €27,000 living allowance… https://t.co/u1hZW64O2E",FALSE,0,NA,2019-10-06 09:11:33,TRUE,NA,"1180772570112524289",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","Dublin_Jobs_IE",0,FALSE,FALSE,NA,NA
"74","RT @darcy_sargument: @amomcnally Of course it's your Dublin. It's our Dublin. It's @FineGael but it's also socialist TD's like @ruthcopping…",FALSE,0,NA,2019-10-06 09:09:58,FALSE,NA,"1180772174417813504",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Kilfalwol",1,TRUE,FALSE,NA,NA
"75","RT @artimusfoul: @jackpowerIT @conorsmith Dublin these days reminds me of when I was kid and I visited DC in the 1980s. The amount of homel…",FALSE,0,NA,2019-10-06 08:54:04,FALSE,NA,"1180768173869674496",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Eimear_Lauren",6,TRUE,FALSE,NA,NA
"76","RT @libertiesdublin: Dublin City Council are currently refurbishing this Coombe property for housing. The shopfront is one of the nicest ol…",FALSE,0,NA,2019-10-06 08:28:28,FALSE,NA,"1180761730881859584",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","SAGEShankill",16,TRUE,FALSE,NA,NA
"77","@KatieMartin16 @ruairimckiernan So anyone, from anywhere, can land in Dublin Airport, approach a Garda, claim asylu… https://t.co/SsPYbYrunB",FALSE,0,"KatieMartin16",2019-10-06 07:59:30,TRUE,"1180739015047307264","1180754440107769857","771223873","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","garrethmcdaid",0,FALSE,FALSE,NA,NA
"78","@amomcnally Of course it's your Dublin. It's our Dublin. It's @FineGael but it's also socialist TD's like… https://t.co/4PPkuzoRAM",FALSE,5,"amomcnally",2019-10-06 07:56:34,TRUE,"1180433300634181632","1180753702321213441","252591743","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","darcy_sargument",1,FALSE,FALSE,NA,NA
"79","RT @IrexitFreedom: 500m EU citizens   plus dependents have a right to turn up in Ireland to live, work and access benefits.   We have a hou…",FALSE,0,NA,2019-10-06 02:06:50,FALSE,NA,"1180665688580612096",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","aideen_y",130,TRUE,FALSE,NA,NA
